Customer ID,Survey ID,Date of Survey Submission,Survey Questions,Rating Scores,Comments/Feedback
6c831f1e-aa26-433c-a13b-3cc451335d72,c721d20a-6a69-44f0-8b85-370b3e2552a5,2025-02-02,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?","3, 5",Production government color week late energy.
0866f592-e24a-4878-a1f5-d0358e38f334,31f52c22-1d00-4290-9cd3-e0ebaa349012,2025-02-02,"How likely are you to recommend our product?, How would you rate the quality of our product?, How easy was it to use our website/app?","5, 3, 1",Goal great camera rich mention city central world television bit woman challenge under kid series last only rest of table.
8b050b4f-0fde-4680-9f1a-24bddb9af3a5,328fda63-844a-4c5a-bb6f-3ee70d274f6d,2025-02-03,"How likely are you to recommend our product?, How easy was it to use our website/app?","3, 4",Trouble face western pay picture art cell know technology understand page score college huge travel others successful after glass future.
a2517cfa-cc0f-42ce-ad7f-902e7decdafb,46ccb38e-b957-4548-a99d-b5a65de926dd,2025-02-02,"How likely are you to recommend our product?, How easy was it to use our website/app?","5, 1",Need push they president training interest produce since learn product beyond while possible.
d8539e9d-8dcd-4866-bfaf-b54a80a9cc86,5d34a3b5-2f71-474c-854b-0dff13397f24,2025-02-01,"How easy was it to use our website/app?, How likely are you to recommend our product?, How satisfied are you with the service?","5, 4, 3",Cut near standard maintain anything.
2a5c123b-568d-4bf8-b085-9d0ab6a3ce30,66d29b4d-1baa-4611-8a6a-67da0c4c5ac9,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the service?","4, 5",Life save same enjoy image involve leave.
f17a76e6-3222-4d41-8673-dc080c419c7b,0af16efa-2415-47d0-adac-c86895a69947,2025-02-03,"How easy was it to use our website/app?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","1, 3, 3",About above sea thought plan political than watch to discussion section discuss movie state anyone.
edb0ddae-059f-4108-9c4e-fa013aee807d,01b1fe37-ee4e-4511-82a1-57b69a911700,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the service?, How would you rate the quality of our product?","4, 5, 5",Answer guess concern west president involve someone over consider country.
061b369f-20c6-424d-af73-333f24d4e59e,15509465-30f1-4f10-bd65-483d332c3aab,2025-02-02,How would you rate the quality of our product?,5,Cut look pattern financial.
0bc14e75-f09d-4cdd-965b-f04014dcd6ae,bb18db50-1b5d-43c3-a25c-e4a1d5413145,2025-02-03,How would you rate the quality of our product?,4,Population play commercial democratic reality plant rather woman.
bd0dcd9f-c101-478d-ba4d-3c0115c0eec3,ba936f01-0a45-4135-a85a-de870b7b099f,2025-02-03,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How easy was it to use our website/app?","5, 4, 5",Act figure seek century common rule president.
44052581-fdb4-4184-a6c5-6921cab419d0,2a418139-ed92-49ce-b75a-2c2cb8a252b6,2025-02-02,"How satisfied are you with the service?, How likely are you to recommend our product?","3, 5",Ability remain upon alone see.
784b81f8-c37f-481e-a8c7-bb9b6749a0f5,49ca403f-cf3e-4c1f-82a7-291ee860a8b8,2025-02-02,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?, How easy was it to use our website/app?","2, 1, 3",Edge executive newspaper public around game ask interest service which house management already adult show fear answer.
909b2a89-7f7d-48bb-8a26-0bb8df2ac883,4cad468e-3049-48b2-94de-3da56f5a0e71,2025-02-01,"How satisfied are you with the delivery speed?, How satisfied are you with the service?","3, 2",About trial bar expect.
2b889a5b-c445-456e-bd3e-664c6effd0bc,48200ff3-f353-4038-9108-b786522f0edb,2025-02-01,"How would you rate the quality of our product?, How likely are you to recommend our product?, How satisfied are you with the delivery speed?","5, 4, 2",Continue will imagine couple green south owner down particularly.
60cbf7a9-7412-48c5-9301-5b937d401ffe,5fa366e7-365c-4276-83ed-7f49030731dc,2025-02-01,How satisfied are you with the delivery speed?,5,Deal describe value degree share board above soon citizen.
9aaf3c0a-12ac-43c0-ad34-333b6ce59e15,6e8b5d74-0715-4a12-90b2-1831d9b8df36,2025-02-03,"How would you rate the quality of our product?, How likely are you to recommend our product?, How easy was it to use our website/app?","2, 3, 2",All seven forget possible stay against people line better less.
44133ccc-9c9b-4712-ad42-f020abb4d336,9c60be0b-2bfb-46a6-ba18-f775f8bf5d8f,2025-02-02,How would you rate the quality of our product?,2,Agreement sit condition take white thousand risk black boy watch huge over.
4c168838-e8e2-4b77-942b-ee0fa6cc8f2a,20ee3df5-cf20-4429-b6d2-b042f5bd0200,2025-02-03,How easy was it to use our website/app?,1,West social kid property air final rise.
6d49ad31-2db4-4df1-9159-c9d520019ce7,53d98c70-f16e-448d-ad84-f205cab0302e,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?, How likely are you to recommend our product?","3, 4, 5",Run suffer agent yourself cause whole fast common pick health light trouble court.
104725bb-734d-45a5-b617-a5dd44950b01,4e092818-29e6-41ec-969f-d44ed740fde6,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","2, 4, 2",Talk natural improve free along according bar why safe style company health.
aa6625ff-297e-4cb4-857e-7c81fcd7e81c,ccf86d7e-8291-4ee4-a613-dd28c675ae31,2025-02-03,"How likely are you to recommend our product?, How easy was it to use our website/app?, How would you rate the quality of our product?","3, 2, 5",Guy property only unit dream put real.
3dab305c-a49d-4c3b-bcd1-e7dca67a7134,8179cb24-5e4a-4c7a-bf9e-76104eed4342,2025-02-01,How satisfied are you with the service?,3,Its myself my sign conference produce each remember direction price professional blood experience.
b36955c4-e2e6-450f-b2fe-11c50604dac1,4b1d793a-f6be-4f9d-9c4d-1f1274cddbfc,2025-02-02,How would you rate the quality of our product?,5,Will note week wish trade.
45984442-7087-4c9e-aaf2-d11af4926b92,405824f0-57d9-4a0d-9f26-f84990f161b9,2025-02-02,"How likely are you to recommend our product?, How would you rate the quality of our product?","4, 5",Be letter government everyone prove fine executive speech.
669638ef-42db-451c-91e1-36d80770ae76,d98b4c5a-cecd-49ed-b725-102d39f798bb,2025-02-03,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?","2, 4",Produce never yeah less sing thousand offer different last card condition.
1e17c32a-6d7e-4a8c-ac51-c9d46b631634,f1111971-7219-47e5-acdb-4937a38f4ab5,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the service?, How likely are you to recommend our product?","3, 1, 5",Leader road yeah help boy someone stage matter issue such decision.
48b81910-b007-4126-b849-983f447c1702,453ac5b6-6298-4e9f-9419-c238455251bd,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the service?, How easy was it to use our website/app?","2, 3, 2",Training nation arrive current again.
669e8d1c-4856-4bed-9884-9fecc8351edf,fb7c5d57-b6c0-41d6-946d-8b1474b06a3d,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?, How satisfied are you with the service?","5, 4, 3",Mention skin friend someone eat point strong task.
f7ea6ff1-5592-474f-a244-699ebda87c7d,a2b1ea58-61c1-4b08-a62d-5cd26fea9959,2025-02-02,How would you rate the quality of our product?,2,Central write democratic now face believe vote section remember sit stuff along dinner buy mean involve pressure if beyond.
65ed85eb-0bd8-4773-9fde-b21ad6522d80,2a62093f-977c-4ef0-b9a0-2e206e078067,2025-02-02,How satisfied are you with the delivery speed?,1,Civil with hair.
f7eba89e-adbd-4073-bc85-cf6ca4bb10a7,9a1d0e93-2a50-41b7-8268-1b2e39484bf0,2025-02-03,"How satisfied are you with the service?, How would you rate the quality of our product?, How likely are you to recommend our product?","5, 4, 1",Hit run note assume early officer wife.
8ccccf3f-885a-4e55-8222-e8e0264b8e8d,d5a6e27b-dfef-4afd-a044-748a5422d923,2025-02-01,How easy was it to use our website/app?,3,Themselves total clearly huge business song.
8b0093a3-3cb8-4452-ac2a-55f0369c679f,e049feb1-4d47-42c5-b36e-d89faa24ee32,2025-02-01,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How would you rate the quality of our product?","2, 2, 1",Boy read another avoid approach method new alone involve.
17dfdd0f-d701-470e-b994-25deb3e4611c,2ffcc436-f106-41bb-8014-2af8bc4ebc79,2025-02-03,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?","2, 5",Box per care discuss finish consumer.
152220c9-68c9-421b-9df3-f10098dcf1ff,84ddcf5c-840d-4ed3-b5be-f25a64f33b6b,2025-02-03,How satisfied are you with the delivery speed?,4,Stand number step tell thousand reduce major goal common involve majority.
75f6a560-b377-42aa-b4b9-f43295fb4af8,5e9be020-1b11-48fd-b971-7482b8456afc,2025-02-01,"How satisfied are you with the service?, How easy was it to use our website/app?, How satisfied are you with the delivery speed?","5, 5, 1",According live art rest whatever front design news.
82bcad16-1edb-4dad-bfd3-f062cb0fa2f5,48665210-2374-44fa-86fb-5fc26b9347ac,2025-02-01,How would you rate the quality of our product?,2,Risk table else according body tree.
52c40cb6-85cb-47c8-b02d-e33a3aa6529f,a121446e-1e3f-4cef-9f96-a11927fab292,2025-02-01,How likely are you to recommend our product?,1,View order focus.
70d55e44-4692-42c8-9039-beb34f22e751,1fa66f6d-9767-42b2-b8b3-b5fbcf32776e,2025-02-02,"How satisfied are you with the delivery speed?, How satisfied are you with the service?","5, 4",Occur American minute administration card I.
2e7a08d4-45e2-4744-8798-ef856bece106,db36cfec-5df1-4985-9d89-0db322408f0b,2025-02-02,"How satisfied are you with the service?, How easy was it to use our website/app?, How likely are you to recommend our product?","1, 5, 4",Analysis thing ahead age character.
941b011e-30b0-46fa-b4d0-4aad9a7eaa4d,90fd14b6-d0a2-48df-87ed-e930a2fe2326,2025-02-03,"How satisfied are you with the delivery speed?, How satisfied are you with the service?","2, 2",Free notice weight clearly experience because level.
5442ae59-e527-424f-bfd2-a45dc59ed3de,62dcc753-219d-4b4a-997e-33aab8e50d6e,2025-02-02,How likely are you to recommend our product?,2,Evening report charge dream reflect political pattern and.
4aed4788-1b49-4fe4-b812-d5c2e5cecca6,1f7c8d36-10db-4bba-b14c-800e6753ad05,2025-02-03,How likely are you to recommend our product?,1,One together resource civil campaign continue.
83afe7e2-3b3e-4ada-96cb-cc65964a701b,3a0cbadd-28f3-432d-a522-7ec27ee4c43c,2025-02-03,"How easy was it to use our website/app?, How satisfied are you with the delivery speed?, How likely are you to recommend our product?","1, 1, 3",Most always everyone spend nation civil.
17917c51-7b45-46d9-adde-f773e3378ebc,08e78cb2-b3f7-4f18-8bed-ec2d3431697c,2025-02-02,How would you rate the quality of our product?,2,Man west dog mean professor drug score PM despite bit writer determine sense according.
304817f7-a930-460d-9814-ac522938f95a,5dc16ef2-8e3e-4189-8424-0904db5ab706,2025-02-02,"How easy was it to use our website/app?, How would you rate the quality of our product?, How likely are you to recommend our product?","5, 5, 4",Card center sell adult pay indeed end either.
ff1a7028-21f0-4b91-81b3-5450da8ef5e1,72d0efe6-09fb-49a7-846b-608824e30300,2025-02-01,How easy was it to use our website/app?,5,Recognize scientist home fish.
31e28455-4c31-495f-b166-dd8d4412ac73,9843bc28-6b09-4d6f-8fce-af6a5420d466,2025-02-02,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?","3, 5",Thank ahead cultural anyone very scene conference help five region theory forget activity deep try idea.
40b35b00-1472-4f3a-9f0c-b2462ebd2549,344341bc-0208-45be-9c09-a831c71d02c6,2025-02-02,"How likely are you to recommend our product?, How satisfied are you with the service?","3, 3",Yes team available suddenly money edge although probably great this dark arm.
9109025e-6dee-4fee-951c-e0df4a3f5a4c,698f05e2-549d-4072-8e82-d127c58561b3,2025-02-02,How satisfied are you with the service?,3,Long service hundred hit best still.
0c9c261f-5075-4dfb-97b0-52856c510f11,8bdb6700-7ffc-43a0-b0d8-637e27d5e8f0,2025-02-02,"How satisfied are you with the service?, How easy was it to use our website/app?, How satisfied are you with the delivery speed?","1, 1, 1",This audience traditional under our.
8ea81922-11e1-4550-814d-fbe62cba65cf,717b4e57-9da9-4be5-8b2c-2bf3271f5c04,2025-02-01,"How satisfied are you with the service?, How satisfied are you with the delivery speed?, How would you rate the quality of our product?","1, 1, 5",Window professional example time nothing country.
792f2575-e02d-4850-9b07-ea72863f4071,a12c5753-a1fc-483b-a976-151c51a21e6f,2025-02-02,How satisfied are you with the delivery speed?,2,Play machine hospital environmental pull weight nearly card.
18f18b60-f3f0-4612-918b-2c4f11d66736,4c74b087-f16a-4224-a5f2-23eab7518442,2025-02-03,"How likely are you to recommend our product?, How satisfied are you with the delivery speed?","1, 4",Push foot production.
7cb09364-64c1-4625-a512-0f5fe64ecda2,edbc64c5-53f3-402a-b840-78b889a276c7,2025-02-02,"How would you rate the quality of our product?, How satisfied are you with the service?, How satisfied are you with the delivery speed?","2, 3, 5",Own both stand everyone simple product marriage student upon protect check option break sign see probably central him senior.
0611facf-9650-40ed-acba-e6379d40d540,a6df90d4-b274-4e89-95f5-79e96efb453f,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?, How satisfied are you with the delivery speed?","5, 3, 1",Before may I rich close out.
aa02c16f-526d-4623-9586-614015a72a2d,0041a7e8-0d07-40d0-822e-70b98faf9c1d,2025-02-02,"How easy was it to use our website/app?, How would you rate the quality of our product?","3, 4",Degree unit travel where involve crime career modern out drug.
a7694960-4407-4cca-9f3a-f068f26e5ad2,db2dce27-39ca-49a0-8e5e-60b207e443ac,2025-02-03,"How easy was it to use our website/app?, How likely are you to recommend our product?","2, 3",Interest almost professional play before evidence service floor study manage energy case must environmental.
